,ServiceProvider,TestType,LSA,month,DataSpeed,RxLevel
2629,IDEA,upload,Punjab,2019-03-01,8693.92046183451,-92.42142398973701
2630,IDEA,upload,Punjab,2019-04-01,7982.36860670194,-92.25132275132275
2631,IDEA,upload,Punjab,2019-05-01,8784.230254350736,-91.30655957161981
2632,IDEA,upload,Punjab,2019-06-01,8543.296518607443,-92.79111644657863
2633,IDEA,upload,Punjab,2019-07-01,7465.773584905661,-94.57232704402516
2634,IDEA,upload,Punjab,2019-08-01,7353.331747919144,-94.72770511296076
2635,IDEA,upload,Punjab,2019-09-01,8095.467650397276,-94.72304199772985
2636,IDEA,upload,Punjab,2019-10-01,9248.34360410831,-90.78057889822595
2637,IDEA,upload,Punjab,2019-11-01,6839.593933463797,-96.84931506849315
2638,IDEA,upload,Punjab,2019-12-01,8282.099236641221,-94.1891433418151
2639,IDEA,upload,Punjab,2020-01-01,8294.222222222223,-93.48055555555555
2640,IDEA,upload,Punjab,2020-02-01,9609.507494646681,-90.04282655246253
2641,IDEA,upload,Punjab,2020-03-01,7095.666666666667,-88.4375
2642,IDEA,upload,Punjab,2020-04-01,6590.498691099477,-90.33246073298429
2643,IDEA,upload,Punjab,2020-05-01,7953.308270676692,-90.7875939849624
2644,IDEA,upload,Punjab,2020-06-01,9157.117455138663,-89.47960848287113
2645,IDEA,upload,Punjab,2020-07-01,7934.274336283186,-88.74159292035398
2646,IDEA,upload,Punjab,2020-08-01,8749.859154929578,-86.82535211267606
2647,IDEA,upload,Punjab,2020-09-01,9095.345652173914,-88.29782608695652
2648,IDEA,upload,Punjab,2020-10-01,9256.76119402985,-86.1044776119403
2649,IDEA,upload,Punjab,2020-11-01,9952.561643835616,-84.6392694063927
2650,IDEA,upload,Punjab,2020-12-01,10694.850837138509,-86.32267884322678
2651,IDEA,upload,Rajasthan,2018-09-01,3389.0291479820626,-90.07174887892377
2652,IDEA,upload,Rajasthan,2018-10-01,3914.894299287411,-87.14964370546318
2653,IDEA,upload,Rajasthan,2018-11-01,3241.4162962962964,-91.86518518518518
2654,IDEA,upload,Rajasthan,2018-12-01,2583.689932885906,-93.00671140939598
2655,IDEA,upload,Rajasthan,2019-01-01,3296.431818181818,-91.96172248803828
2656,IDEA,upload,Rajasthan,2019-02-01,3269.4736842105262,-92.1842105263158
2657,IDEA,upload,Rajasthan,2019-03-01,4206.239795918367,-88.5265306122449
2658,IDEA,upload,Rajasthan,2019-04-01,3804.322033898305,-90.19414483821264
2659,IDEA,upload,Rajasthan,2019-05-01,3028.7290076335876,-91.82442748091603
2660,IDEA,upload,Rajasthan,2019-06-01,4030.079006772009,-87.75620767494357
2661,IDEA,upload,Rajasthan,2019-07-01,4406.132352941177,-90.7095588235294
2662,IDEA,upload,Rajasthan,2019-08-01,4187.679841897233,-94.50592885375494
2663,IDEA,upload,Rajasthan,2019-09-01,5043.979381443299,-94.75773195876289
2664,IDEA,upload,Rajasthan,2019-10-01,8461.375,-95.4659090909091
2665,IDEA,upload,Rajasthan,2019-11-01,6877.082191780822,-95.04109589041096
2666,IDEA,upload,Rajasthan,2019-12-01,5877.591836734694,-96.79591836734694
2667,IDEA,upload,Rajasthan,2020-01-01,5356.34693877551,-88.28571428571429
2668,IDEA,upload,Rajasthan,2020-03-01,4277.0,-109.0
2669,IDEA,upload,Rajasthan,2020-04-01,10876.0,-63.0
2670,IDEA,upload,Tamil Nadu,2018-09-01,4889.346788990826,-93.19449541284403
2671,IDEA,upload,Tamil Nadu,2018-10-01,5905.962264150943,-92.80943396226415
2672,IDEA,upload,Tamil Nadu,2018-11-01,5591.752351097179,-91.29153605015674
2673,IDEA,upload,Tamil Nadu,2018-12-01,5169.776515151515,-92.51325757575758
2674,IDEA,upload,Tamil Nadu,2019-01-01,5571.931237721022,-91.81139489194499
2675,IDEA,upload,Tamil Nadu,2019-02-01,4541.073643410853,-93.01356589147287
2676,IDEA,upload,Tamil Nadu,2019-03-01,4425.5361111111115,-94.91111111111111
2677,IDEA,upload,Tamil Nadu,2019-04-01,5206.128895184136,-93.10339943342777
2678,IDEA,upload,Tamil Nadu,2019-05-01,6580.638497652582,-83.95696400625978
2679,IDEA,upload,Tamil Nadu,2019-06-01,6808.01771336554,-86.60064412238326
2680,IDEA,upload,Tamil Nadu,2019-07-01,7014.37972972973,-88.76756756756757
2681,IDEA,upload,Tamil Nadu,2019-08-01,6512.544525547445,-89.36496350364963
2682,IDEA,upload,Tamil Nadu,2019-09-01,6348.316513761468,-86.75993883792049
2683,IDEA,upload,Tamil Nadu,2019-10-01,5091.196319018405,-93.7760736196319
2684,IDEA,upload,Tamil Nadu,2019-11-01,5871.158536585366,-90.72560975609755
2685,IDEA,upload,Tamil Nadu,2019-12-01,5007.077720207254,-94.51813471502591
2686,IDEA,upload,Tamil Nadu,2020-01-01,3965.4455445544554,-96.7128712871287
2687,IDEA,upload,Tamil Nadu,2020-02-01,7015.0,-93.20754716981132
2688,IDEA,upload,Tamil Nadu,2020-03-01,6241.0,-83.31372549019608
2689,IDEA,upload,Tamil Nadu,2020-04-01,5633.142857142857,-93.95918367346938
2690,IDEA,upload,Tamil Nadu,2020-05-01,4593.824561403509,-95.84210526315789
2691,IDEA,upload,Tamil Nadu,2020-06-01,4144.54347826087,-93.17391304347827
2692,IDEA,upload,Tamil Nadu,2020-07-01,4410.34375,-97.71875
2693,IDEA,upload,Tamil Nadu,2020-08-01,2132.521739130435,-96.56521739130434
2694,IDEA,upload,Tamil Nadu,2020-09-01,4070.3137254901962,-93.13725490196079
2695,IDEA,upload,Tamil Nadu,2020-10-01,3204.8333333333335,-93.66666666666667
2696,IDEA,upload,Tamil Nadu,2020-11-01,6659.545454545455,-87.63636363636364
2697,IDEA,upload,UP East,2018-09-01,3156.5285359801487,-94.3697270471464
2698,IDEA,upload,UP East,2018-10-01,3068.8477508650517,-92.05190311418686
2699,IDEA,upload,UP East,2018-11-01,2765.0079365079364,-95.12962962962963
2700,IDEA,upload,UP East,2018-12-01,3002.4938574938574,-91.78378378378379
2701,IDEA,upload,UP East,2019-01-01,3602.9265232974913,-90.32974910394265
2702,IDEA,upload,UP East,2019-02-01,3599.3920704845814,-88.89867841409692
2703,IDEA,upload,UP East,2019-03-01,3485.311111111111,-90.82424242424243
2704,IDEA,upload,UP East,2019-04-01,3292.461893764434,-90.1039260969977
2705,IDEA,upload,UP East,2019-05-01,2973.1776649746193,-90.33502538071066
2706,IDEA,upload,UP East,2019-06-01,6201.180043383948,-84.37960954446855
2707,IDEA,upload,UP East,2019-07-01,2475.3263157894735,-92.96842105263158
2708,IDEA,upload,UP East,2019-08-01,2841.974358974359,-93.56410256410257
2709,IDEA,upload,UP East,2019-09-01,2180.1139240506327,-95.24050632911393
2710,IDEA,upload,UP East,2019-10-01,2134.116666666667,-96.06666666666666
2711,IDEA,upload,UP East,2019-11-01,2731.375,-95.625
2712,IDEA,upload,UP East,2019-12-01,4612.933333333333,-92.93333333333334
2713,IDEA,upload,UP East,2020-02-01,5677.0,-103.0
2714,IDEA,upload,UP East,2020-07-01,5415.0,-110.0
2715,IDEA,upload,UP East,2020-08-01,2624.0,-90.5
2716,IDEA,upload,UP West,2018-09-01,7401.558773424191,-94.04173764906304
2717,IDEA,upload,UP West,2018-10-01,7090.566958698373,-94.16145181476845
2718,IDEA,upload,UP West,2018-11-01,7608.873981531776,-95.24497555676263
2719,IDEA,upload,UP West,2018-12-01,7335.4775044991,-94.69526094781044
2720,IDEA,upload,UP West,2019-01-01,7973.662547933533,-93.34213890072432
2721,IDEA,upload,UP West,2019-02-01,8091.343649946638,-94.39736748488083
2722,IDEA,upload,UP West,2019-03-01,9233.417803547067,-91.73055934515689
2723,IDEA,upload,UP West,2019-04-01,8466.368089233754,-92.54461687681862
2724,IDEA,upload,UP West,2019-05-01,8083.456506610995,-93.27696590118302
2725,IDEA,upload,UP West,2019-06-01,9124.042588495575,-93.26880530973452
2726,IDEA,upload,UP West,2019-07-01,7625.366513761468,-94.96880733944954
2727,IDEA,upload,UP West,2019-08-01,8058.217774219375,-94.51321056845477
2728,IDEA,upload,UP West,2019-09-01,8068.438439849624,-94.32471804511279
2729,IDEA,upload,UP West,2019-10-01,9743.909737417944,-91.62308533916848
2730,IDEA,upload,UP West,2019-11-01,8666.52878703186,-92.30016769144774
2731,IDEA,upload,UP West,2019-12-01,8797.121717171718,-93.22373737373738
2732,IDEA,upload,UP West,2020-01-01,9293.37809452363,-92.94861215303825
2733,IDEA,upload,UP West,2020-02-01,8639.773242630385,-92.25321239606954
2734,IDEA,upload,UP West,2020-03-01,8881.758273381294,-92.03021582733813
2735,IDEA,upload,UP West,2020-04-01,6807.667034178611,-92.63781697905182
2736,IDEA,upload,UP West,2020-05-01,7850.686768676867,-92.98919891989199
2737,IDEA,upload,UP West,2020-06-01,9038.798620689655,-91.82551724137932
2738,IDEA,upload,UP West,2020-07-01,7891.6988188976375,-91.80954724409449
2739,IDEA,upload,UP West,2020-08-01,7361.467675378267,-92.53232462173315
2740,IDEA,upload,UP West,2020-09-01,8936.471985656655,-90.26759300761991
2741,IDEA,upload,UP West,2020-10-01,9024.350979354156,-89.1577554261514
2742,IDEA,upload,UP West,2020-11-01,8257.850071736011,-86.4777618364419
2743,IDEA,upload,UP West,2020-12-01,7937.076030927835,-88.41688144329896
2744,IDEA,upload,West Bengal,2018-09-01,3023.6736842105265,-98.99473684210527
2745,IDEA,upload,West Bengal,2018-10-01,4864.595505617977,-95.24157303370787
2746,IDEA,upload,West Bengal,2018-11-01,3924.4453125,-97.8359375
2747,IDEA,upload,West Bengal,2018-12-01,4924.0344827586205,-94.70689655172414
2748,IDEA,upload,West Bengal,2019-01-01,1340.6206896551723,-102.13793103448276
2749,IDEA,upload,West Bengal,2019-02-01,7035.0,-76.0
2750,IDEA,upload,West Bengal,2019-03-01,5295.5,-80.0
2751,IDEA,upload,West Bengal,2019-11-01,3623.0,-111.0
2752,JIO,download,Andhra Pradesh,2018-09-01,34245.84366521628,-81.24192475044791
2753,JIO,download,Andhra Pradesh,2018-10-01,21378.642036124795,-87.12981207808794
2754,JIO,download,Andhra Pradesh,2018-11-01,21188.42699002873,-87.90307588304884
2755,JIO,download,Andhra Pradesh,2018-12-01,21283.496792587313,-86.71454027084818
2756,JIO,download,Andhra Pradesh,2019-01-01,26921.69518905548,-84.53904790751679
2757,JIO,download,Andhra Pradesh,2019-02-01,23943.633269618775,-86.05352022937241
2758,JIO,download,Andhra Pradesh,2019-03-01,15292.413369622942,-90.31532129580457
2759,JIO,download,Andhra Pradesh,2019-04-01,13466.20774850201,-90.70475252400887
2760,JIO,download,Andhra Pradesh,2019-05-01,11811.805255023184,-91.13073158165894
2761,JIO,download,Andhra Pradesh,2019-06-01,16155.135775862069,-89.26555472263868
2762,JIO,download,Andhra Pradesh,2019-07-01,17017.077786230508,-89.27149106124001
2763,JIO,download,Andhra Pradesh,2019-08-01,22143.351503210743,-85.80626094570928
2764,JIO,download,Andhra Pradesh,2019-09-01,8877.526678141136,-93.54572576018359
2765,JIO,download,Andhra Pradesh,2019-10-01,8811.179709099652,-95.19581680490444
2766,JIO,download,Andhra Pradesh,2019-11-01,12773.733647613435,-89.46700058927519
2767,JIO,download,Andhra Pradesh,2019-12-01,17570.222423146475,-91.12087912087912
2768,JIO,download,Andhra Pradesh,2020-01-01,22396.61132889063,-86.71266170129361
2769,JIO,download,Andhra Pradesh,2020-02-01,15657.689408217113,-88.32491519035055
2770,JIO,download,Andhra Pradesh,2020-03-01,23667.18401669531,-85.10287257549717
2771,JIO,download,Andhra Pradesh,2020-04-01,5321.045427641314,-90.58700799052974
2772,JIO,download,Andhra Pradesh,2020-05-01,5504.740935365213,-90.52023121387283
2773,JIO,download,Andhra Pradesh,2020-06-01,6663.000174307129,-90.68345825344257
2774,JIO,download,Andhra Pradesh,2020-07-01,6934.079955648639,-91.13576444499199
2775,JIO,download,Andhra Pradesh,2020-08-01,6256.786561264822,-91.28002432350259
2776,JIO,download,Andhra Pradesh,2020-09-01,7648.37735042735,-87.89487179487179
2777,JIO,download,Andhra Pradesh,2020-10-01,6899.846418831635,-86.14870101909
2778,JIO,download,Andhra Pradesh,2020-11-01,7616.544903666874,-86.29164077066501
2779,JIO,download,Andhra Pradesh,2020-12-01,7540.503159557662,-84.28278041074249
2780,JIO,download,Assam,2018-09-01,5960.170194003527,-96.2063492063492
2781,JIO,download,Assam,2018-10-01,5386.040149892933,-97.19111349036403
2782,JIO,download,Assam,2018-11-01,5713.83133640553,-95.17373271889402
2783,JIO,download,Assam,2018-12-01,6239.933222036728,-95.66944908180301
2784,JIO,download,Assam,2019-01-01,7223.738172391445,-94.1098509397278
2785,JIO,download,Assam,2019-02-01,6910.571596244132,-94.19043427230046
