,ServiceProvider,TestType,LSA,month,DataSpeed,RxLevel
1249,AIRTEL,upload,UP West,2020-02-01,4158.294258373206,-92.01578947368421
1250,AIRTEL,upload,UP West,2020-03-01,4185.679280397022,-92.42493796526054
1251,AIRTEL,upload,UP West,2020-04-01,4481.982064098795,-89.96471625992355
1252,AIRTEL,upload,UP West,2020-05-01,4541.743862520459,-89.87643207855974
1253,AIRTEL,upload,UP West,2020-06-01,4446.28173374613,-91.66535322262877
1254,AIRTEL,upload,UP West,2020-07-01,4370.712948857454,-89.62002176278564
1255,AIRTEL,upload,UP West,2020-08-01,3914.8202950379973,-89.78542691104157
1256,AIRTEL,upload,UP West,2020-09-01,4087.479520066198,-87.35457178320232
1257,AIRTEL,upload,UP West,2020-10-01,5079.2864242150445,-85.9202620284617
1258,AIRTEL,upload,UP West,2020-11-01,5464.914953534216,-83.6569980287243
1259,AIRTEL,upload,UP West,2020-12-01,5928.225444340505,-82.85706267539757
1260,AIRTEL,upload,West Bengal,2018-09-01,2744.1634026927786,-97.33843329253367
1261,AIRTEL,upload,West Bengal,2018-10-01,2317.6203007518798,-96.7390977443609
1262,AIRTEL,upload,West Bengal,2018-11-01,2636.402670414617,-94.28601546029515
1263,AIRTEL,upload,West Bengal,2018-12-01,2759.2353289863663,-94.23058684054534
1264,AIRTEL,upload,West Bengal,2019-01-01,2115.366726296959,-94.27429934406679
1265,AIRTEL,upload,West Bengal,2019-02-01,2052.8500323206204,-95.57336780866193
1266,AIRTEL,upload,West Bengal,2019-03-01,1886.1588089330025,-96.34119106699752
1267,AIRTEL,upload,West Bengal,2019-04-01,1850.0336021505377,-95.84677419354838
1268,AIRTEL,upload,West Bengal,2019-05-01,1816.7168405365126,-95.94932935916542
1269,AIRTEL,upload,West Bengal,2019-06-01,2094.787087912088,-95.02403846153847
1270,AIRTEL,upload,West Bengal,2019-07-01,1777.1802486187846,-98.46201657458563
1271,AIRTEL,upload,West Bengal,2019-08-01,1680.9822161422708,-98.94459644322845
1272,AIRTEL,upload,West Bengal,2019-09-01,1920.2360886007564,-96.95083738519719
1273,AIRTEL,upload,West Bengal,2019-10-01,1893.4012702078521,-96.17609699769054
1274,AIRTEL,upload,West Bengal,2019-11-01,1935.2892322549494,-95.64027040077258
1275,AIRTEL,upload,West Bengal,2019-12-01,2091.8523533204384,-95.16312056737588
1276,AIRTEL,upload,West Bengal,2020-01-01,2242.952549575071,-94.9929178470255
1277,AIRTEL,upload,West Bengal,2020-02-01,2061.615866388309,-93.25553235908141
1278,AIRTEL,upload,West Bengal,2020-03-01,1535.0449362843729,-94.85311871227364
1279,AIRTEL,upload,West Bengal,2020-04-01,1394.3062605752962,-95.71235194585448
1280,AIRTEL,upload,West Bengal,2020-05-01,1714.807535641548,-93.10285132382892
1281,AIRTEL,upload,West Bengal,2020-06-01,1810.41328125,-94.51953125
1282,AIRTEL,upload,West Bengal,2020-07-01,1793.6786978060863,-94.27459306440198
1283,AIRTEL,upload,West Bengal,2020-08-01,1713.49375,-91.128125
1284,AIRTEL,upload,West Bengal,2020-09-01,2004.854849965108,-89.11374738311235
1285,AIRTEL,upload,West Bengal,2020-10-01,1666.5679117147708,-90.68590831918506
1286,AIRTEL,upload,West Bengal,2020-11-01,1910.6739864864865,-91.38597972972973
1287,AIRTEL,upload,West Bengal,2020-12-01,1826.5238970588234,-88.92922794117646
1288,CELLONE,download,Andhra Pradesh,2018-09-01,9825.054054054053,-65.32432432432432
1289,CELLONE,download,Andhra Pradesh,2018-10-01,6138.0,-93.55319148936171
1290,CELLONE,download,Andhra Pradesh,2018-11-01,13484.5,-89.04545454545455
1291,CELLONE,download,Andhra Pradesh,2018-12-01,8994.73142857143,-75.56
1292,CELLONE,download,Andhra Pradesh,2019-01-01,7139.297592997812,-80.22428884026259
1293,CELLONE,download,Andhra Pradesh,2019-02-01,7329.886016451233,-85.66921269095182
1294,CELLONE,download,Andhra Pradesh,2019-03-01,7224.317957166392,-81.87808896210873
1295,CELLONE,download,Andhra Pradesh,2019-04-01,7844.316705882353,-82.71011764705882
1296,CELLONE,download,Andhra Pradesh,2019-05-01,7322.970059880239,-83.8562874251497
1297,CELLONE,download,Andhra Pradesh,2019-06-01,7500.632911392405,-77.04272151898734
1298,CELLONE,download,Andhra Pradesh,2019-07-01,8475.332584269663,-79.98951310861423
1299,CELLONE,download,Andhra Pradesh,2019-08-01,7010.3022571148185,-87.26398429833169
1300,CELLONE,download,Andhra Pradesh,2019-09-01,5840.975700934579,-90.76448598130841
1301,CELLONE,download,Andhra Pradesh,2019-10-01,5572.595890410959,-91.78424657534246
1302,CELLONE,download,Andhra Pradesh,2019-11-01,5250.460595446585,-91.40105078809107
1303,CELLONE,download,Andhra Pradesh,2019-12-01,4630.169381107492,-89.83224755700326
1304,CELLONE,download,Andhra Pradesh,2020-01-01,3406.5346215780996,-89.31239935587762
1305,CELLONE,download,Andhra Pradesh,2020-02-01,4071.3242074927953,-86.30691642651297
1306,CELLONE,download,Andhra Pradesh,2020-03-01,3168.0230105465007,-85.06136145733461
1307,CELLONE,download,Andhra Pradesh,2020-04-01,1808.2274509803922,-85.55294117647058
1308,CELLONE,download,Andhra Pradesh,2020-05-01,2568.814024390244,-87.98170731707317
1309,CELLONE,download,Andhra Pradesh,2020-06-01,2815.825630252101,-86.14285714285714
1310,CELLONE,download,Andhra Pradesh,2020-07-01,2325.5504,-91.3456
1311,CELLONE,download,Andhra Pradesh,2020-08-01,2768.2264150943397,-91.0125786163522
1312,CELLONE,download,Andhra Pradesh,2020-09-01,3582.886,-87.346
1313,CELLONE,download,Andhra Pradesh,2020-10-01,3039.890359168242,-86.93194706994329
1314,CELLONE,download,Andhra Pradesh,2020-11-01,3835.8294930875577,-83.4331797235023
1315,CELLONE,download,Andhra Pradesh,2020-12-01,3813.9532710280373,-80.24922118380063
1316,CELLONE,download,Assam,2020-12-01,484.0,-91.0
1317,CELLONE,download,Bihar,2019-09-01,15941.0,-101.0
1318,CELLONE,download,Bihar,2020-07-01,76.0,-99.0
1319,CELLONE,download,Chennai,2019-03-01,11578.666666666666,-63.5
1320,CELLONE,download,Chennai,2019-05-01,3172.0,-56.0
1321,CELLONE,download,Chennai,2020-04-01,20212.666666666668,-79.0
1322,CELLONE,download,Delhi,2019-02-01,8442.5,-86.5
1323,CELLONE,download,Gujarat,2019-03-01,1426.0,-98.5
1324,CELLONE,download,Gujarat,2019-05-01,3123.0,-105.0
1325,CELLONE,download,Gujarat,2019-08-01,4927.333333333333,-101.0
1326,CELLONE,download,Gujarat,2019-09-01,4273.0,-97.25
1327,CELLONE,download,Gujarat,2019-10-01,15277.75,-78.5
1328,CELLONE,download,Gujarat,2019-11-01,15725.0,-88.0
1329,CELLONE,download,Gujarat,2020-01-01,1322.0,-93.66666666666667
1330,CELLONE,download,Gujarat,2020-02-01,157.5,-92.5
1331,CELLONE,download,Gujarat,2020-03-01,328.0,-86.0
1332,CELLONE,download,Gujarat,2020-06-01,207.0,-91.0
1333,CELLONE,download,Gujarat,2020-07-01,1463.9166666666667,-100.75
1334,CELLONE,download,Gujarat,2020-08-01,946.0,-105.0
1335,CELLONE,download,Gujarat,2020-11-01,6961.0,-106.0
1336,CELLONE,download,Gujarat,2020-12-01,8398.0,-72.6
1337,CELLONE,download,Haryana,2019-02-01,2343.0,-110.0
1338,CELLONE,download,Haryana,2020-10-01,48.0,-99.0
1339,CELLONE,download,Himachal Pradesh,2019-03-01,872.0,-65.0
1340,CELLONE,download,Himachal Pradesh,2019-11-01,20892.0,-62.0
1341,CELLONE,download,Jammu & Kashmir,2019-01-01,25.0,-78.0
1342,CELLONE,download,Jammu & Kashmir,2019-04-01,420.0,-81.0
1343,CELLONE,download,Jammu & Kashmir,2020-06-01,206.0,-107.0
1344,CELLONE,download,Jammu & Kashmir,2020-07-01,66910.5,-104.0
1345,CELLONE,download,Karnataka,2019-02-01,4351.021739130435,-89.6304347826087
1346,CELLONE,download,Karnataka,2019-03-01,3986.639534883721,-91.83720930232558
1347,CELLONE,download,Karnataka,2019-04-01,5134.0,-93.91752577319588
1348,CELLONE,download,Karnataka,2019-05-01,2226.103896103896,-99.51298701298701
1349,CELLONE,download,Karnataka,2019-06-01,2547.2492211838007,-100.42056074766356
1350,CELLONE,download,Karnataka,2019-07-01,3238.520325203252,-96.96747967479675
1351,CELLONE,download,Karnataka,2019-08-01,3090.3134796238246,-100.50156739811912
1352,CELLONE,download,Karnataka,2019-09-01,2920.539393939394,-99.60909090909091
1353,CELLONE,download,Karnataka,2019-10-01,2780.0603174603175,-100.22539682539683
1354,CELLONE,download,Karnataka,2019-11-01,2987.782945736434,-98.67441860465117
1355,CELLONE,download,Karnataka,2019-12-01,3769.80737704918,-96.98565573770492
1356,CELLONE,download,Karnataka,2020-01-01,4181.590070921986,-91.26666666666667
1357,CELLONE,download,Karnataka,2020-02-01,2443.501098901099,-95.25934065934067
1358,CELLONE,download,Karnataka,2020-03-01,1925.3625,-98.2125
1359,CELLONE,download,Karnataka,2020-04-01,2525.305263157895,-89.03157894736842
1360,CELLONE,download,Karnataka,2020-05-01,3739.4793388429753,-89.35537190082644
1361,CELLONE,download,Karnataka,2020-06-01,2750.140625,-96.671875
1362,CELLONE,download,Karnataka,2020-07-01,2329.9484536082473,-97.52577319587628
1363,CELLONE,download,Karnataka,2020-08-01,2687.3695652173915,-88.76086956521739
1364,CELLONE,download,Karnataka,2020-09-01,3050.0103092783506,-84.87628865979381
1365,CELLONE,download,Karnataka,2020-10-01,5264.828947368421,-84.5657894736842
1366,CELLONE,download,Karnataka,2020-11-01,4057.9217391304346,-86.41739130434783
1367,CELLONE,download,Karnataka,2020-12-01,4773.020618556701,-85.71134020618557
1368,CELLONE,download,Kerala,2018-09-01,12366.0,-100.66666666666667
1369,CELLONE,download,Kerala,2018-10-01,13.0,-93.0
1370,CELLONE,download,Kerala,2018-11-01,8283.972222222223,-97.26388888888889
1371,CELLONE,download,Kerala,2018-12-01,6896.481343283582,-92.92537313432835
1372,CELLONE,download,Kerala,2019-01-01,5860.865351629503,-92.7221269296741
1373,CELLONE,download,Kerala,2019-02-01,5022.691987513007,-92.894901144641
1374,CELLONE,download,Kerala,2019-03-01,4031.2234548335973,-91.85261489698891
1375,CELLONE,download,Kerala,2019-04-01,3800.0975609756097,-95.64878048780488
1376,CELLONE,download,Kerala,2019-05-01,3676.2145748987855,-94.25910931174089
1377,CELLONE,download,Kerala,2019-06-01,3258.8668555240793,-96.44192634560906
1378,CELLONE,download,Kerala,2019-07-01,3660.5373493975903,-97.44096385542169
1379,CELLONE,download,Kerala,2019-08-01,2905.3285198555955,-97.10469314079423
1380,CELLONE,download,Kerala,2019-09-01,3807.1828703703704,-95.64583333333333
1381,CELLONE,download,Kerala,2019-10-01,3943.3341836734694,-95.7704081632653
1382,CELLONE,download,Kerala,2019-11-01,2660.1720779220777,-95.98051948051948
1383,CELLONE,download,Kerala,2019-12-01,2715.4962962962964,-95.86296296296297
1384,CELLONE,download,Kerala,2020-01-01,2997.748120300752,-96.35338345864662
1385,CELLONE,download,Kerala,2020-02-01,2567.6975609756096,-93.6829268292683
1386,CELLONE,download,Kerala,2020-03-01,2483.9885386819483,-96.06017191977077
1387,CELLONE,download,Kerala,2020-04-01,1238.9021164021165,-98.0925925925926
1388,CELLONE,download,Kerala,2020-05-01,3096.4360655737705,-95.43606557377049
1389,CELLONE,download,Kerala,2020-06-01,2662.977832512315,-94.08866995073892
1390,CELLONE,download,Kerala,2020-07-01,1729.912,-95.09066666666666
1391,CELLONE,download,Kerala,2020-08-01,2173.101604278075,-94.15508021390374
1392,CELLONE,download,Kerala,2020-09-01,1790.1103565365026,-95.3446519524618
1393,CELLONE,download,Kerala,2020-10-01,2281.905930470348,-92.21063394683027
1394,CELLONE,download,Kerala,2020-11-01,2277.0187032418953,-94.40149625935162
1395,CELLONE,download,Kerala,2020-12-01,2685.3836206896553,-91.89439655172414
1396,CELLONE,download,Kolkata,2019-08-01,298.0,-111.0
1397,CELLONE,download,Madhya Pradesh,2018-09-01,6750.933333333333,-103.2
1398,CELLONE,download,Madhya Pradesh,2018-10-01,5641.913043478261,-102.34782608695652
1399,CELLONE,download,Madhya Pradesh,2018-11-01,7617.488888888889,-94.37777777777778
1400,CELLONE,download,Madhya Pradesh,2018-12-01,6740.4078947368425,-95.60526315789474
1401,CELLONE,download,Madhya Pradesh,2019-01-01,6946.542635658915,-99.92248062015504
1402,CELLONE,download,Madhya Pradesh,2019-02-01,5339.910447761194,-100.80597014925372
1403,CELLONE,download,Madhya Pradesh,2019-03-01,5715.5,-88.36486486486487
1404,CELLONE,download,Madhya Pradesh,2019-04-01,4629.6875,-83.625
1405,CELLONE,download,Madhya Pradesh,2019-05-01,4963.777777777777,-89.11111111111111
1406,CELLONE,download,Madhya Pradesh,2019-06-01,10923.0,-87.65
1407,CELLONE,download,Madhya Pradesh,2019-07-01,9894.625,-93.25
1408,CELLONE,download,Madhya Pradesh,2019-08-01,8690.142857142857,-86.76190476190476
1409,CELLONE,download,Madhya Pradesh,2019-09-01,9689.947368421053,-88.3157894736842
1410,CELLONE,download,Madhya Pradesh,2019-10-01,7729.0344827586205,-91.55172413793103
1411,CELLONE,download,Madhya Pradesh,2019-11-01,11855.526315789473,-93.36842105263158
1412,CELLONE,download,Madhya Pradesh,2019-12-01,6867.875,-95.5
1413,CELLONE,download,Madhya Pradesh,2020-01-01,5845.521739130435,-93.17391304347827
1414,CELLONE,download,Madhya Pradesh,2020-02-01,2833.4347826086955,-92.69565217391305
1415,CELLONE,download,Madhya Pradesh,2020-03-01,8696.555555555555,-90.88888888888889
1416,CELLONE,download,Madhya Pradesh,2020-04-01,11109.375,-84.375
1417,CELLONE,download,Madhya Pradesh,2020-05-01,5228.555555555556,-92.55555555555556
1418,CELLONE,download,Madhya Pradesh,2020-06-01,2666.5,-89.33333333333333
1419,CELLONE,download,Madhya Pradesh,2020-07-01,3762.3333333333335,-86.66666666666667
1420,CELLONE,download,Madhya Pradesh,2020-08-01,8016.909090909091,-82.27272727272727
1421,CELLONE,download,Madhya Pradesh,2020-09-01,4428.45,-83.65
1422,CELLONE,download,Madhya Pradesh,2020-10-01,3127.3478260869565,-89.71739130434783
1423,CELLONE,download,Madhya Pradesh,2020-11-01,2282.3333333333335,-84.15151515151516
1424,CELLONE,download,Madhya Pradesh,2020-12-01,2768.0,-90.28571428571429
1425,CELLONE,download,Maharashtra,2018-09-01,7741.6140350877195,-85.57894736842105
1426,CELLONE,download,Maharashtra,2018-10-01,10079.79197080292,-94.64598540145985
1427,CELLONE,download,Maharashtra,2018-11-01,11474.18775510204,-93.7265306122449
1428,CELLONE,download,Maharashtra,2018-12-01,8887.014362657092,-91.10951526032316
1429,CELLONE,download,Maharashtra,2019-01-01,6240.270167427701,-90.42085235920852
1430,CELLONE,download,Maharashtra,2019-02-01,6298.686656671664,-88.37031484257871
1431,CELLONE,download,Maharashtra,2019-03-01,5343.952531645569,-90.16455696202532
1432,CELLONE,download,Maharashtra,2019-04-01,6986.510903426792,-94.60747663551402
1433,CELLONE,download,Maharashtra,2019-05-01,7773.622950819672,-91.27868852459017
1434,CELLONE,download,Maharashtra,2019-06-01,7233.12,-92.31714285714285
1435,CELLONE,download,Maharashtra,2019-07-01,8574.55,-95.265
1436,CELLONE,download,Maharashtra,2019-08-01,6331.588353413655,-96.39558232931726
1437,CELLONE,download,Maharashtra,2019-09-01,7410.14121037464,-93.34870317002881
1438,CELLONE,download,Maharashtra,2019-10-01,7030.119140625,-93.1171875
1439,CELLONE,download,Maharashtra,2019-11-01,5976.682593856655,-93.68771331058021
1440,CELLONE,download,Maharashtra,2019-12-01,4737.123110151188,-92.88984881209504
1441,CELLONE,download,Maharashtra,2020-01-01,4368.576754385965,-92.20394736842105
1442,CELLONE,download,Maharashtra,2020-02-01,4645.557203389831,-90.54661016949153
1443,CELLONE,download,Maharashtra,2020-03-01,3208.2133027522937,-92.77981651376147
1444,CELLONE,download,Maharashtra,2020-04-01,2647.313775510204,-95.63775510204081
1445,CELLONE,download,Maharashtra,2020-05-01,4032.1799307958477,-91.66435986159169
1446,CELLONE,download,Maharashtra,2020-06-01,4646.868804664723,-92.58892128279884
1447,CELLONE,download,Maharashtra,2020-07-01,3739.192926045016,-92.68810289389067
1448,CELLONE,download,Maharashtra,2020-08-01,3387.472375690608,-94.93370165745857
1449,CELLONE,download,Maharashtra,2020-09-01,3414.909090909091,-91.52341597796143
1450,CELLONE,download,Maharashtra,2020-10-01,5128.92294520548,-90.91095890410959
1451,CELLONE,download,Maharashtra,2020-11-01,4082.139751552795,-90.95031055900621
1452,CELLONE,download,Maharashtra,2020-12-01,4501.852830188679,-88.95471698113208
1453,CELLONE,download,Mumbai,2018-09-01,9622.0,-61.0
1454,CELLONE,download,North East,2019-03-01,2132.0,-98.0
1455,CELLONE,download,North East,2019-07-01,6436.416666666667,-102.58333333333333
1456,CELLONE,download,North East,2019-08-01,9190.363636363636,-102.9090909090909
1457,CELLONE,download,North East,2019-09-01,4920.222222222223,-98.94444444444444
1458,CELLONE,download,North East,2019-10-01,10633.166666666666,-100.66666666666667
1459,CELLONE,download,North East,2019-11-01,4559.857142857143,-99.14285714285714
1460,CELLONE,download,North East,2019-12-01,5047.133333333333,-104.6
1461,CELLONE,download,North East,2020-01-01,3972.65,-108.5
1462,CELLONE,download,North East,2020-02-01,5326.58,-104.96
1463,CELLONE,download,North East,2020-03-01,4445.235294117647,-96.70588235294117
1464,CELLONE,download,North East,2020-04-01,3158.3333333333335,-105.0
1465,CELLONE,download,North East,2020-10-01,3857.0,-107.0
1466,CELLONE,download,Punjab,2018-11-01,116.0,-98.0
1467,CELLONE,download,Punjab,2018-12-01,299.0,-89.0
1468,CELLONE,download,Punjab,2019-03-01,1916.0,-87.0
1469,CELLONE,download,Punjab,2019-07-01,9520.5,-88.5
1470,CELLONE,download,Punjab,2019-10-01,22427.0,-104.0
1471,CELLONE,download,Punjab,2020-05-01,3160.5,-97.5
1472,CELLONE,download,Punjab,2020-07-01,688.0,-93.0
1473,CELLONE,download,Rajasthan,2019-01-01,988.0,-110.0
1474,CELLONE,download,Rajasthan,2019-03-01,1999.0,-90.0
1475,CELLONE,download,Rajasthan,2019-05-01,747.0,-107.0
1476,CELLONE,download,Rajasthan,2019-09-01,1682.0,-63.0
1477,CELLONE,download,Tamil Nadu,2019-01-01,8275.285714285714,-82.67142857142858
1478,CELLONE,download,Tamil Nadu,2019-02-01,4236.339285714285,-94.625
1479,CELLONE,download,Tamil Nadu,2019-03-01,6111.23046875,-87.275390625
1480,CELLONE,download,Tamil Nadu,2019-04-01,7154.11170212766,-89.69680851063829
1481,CELLONE,download,Tamil Nadu,2019-05-01,5528.160839160839,-94.84615384615384
1482,CELLONE,download,Tamil Nadu,2019-06-01,7542.733333333334,-90.61666666666666
1483,CELLONE,download,Tamil Nadu,2019-07-01,5907.353488372093,-94.53488372093024
1484,CELLONE,download,Tamil Nadu,2019-08-01,7340.173477898248,-87.25688073394495
1485,CELLONE,download,Tamil Nadu,2019-09-01,5601.122105263158,-90.17684210526316
1486,CELLONE,download,Tamil Nadu,2019-10-01,6078.585967130215,-90.0417193426043
1487,CELLONE,download,Tamil Nadu,2019-11-01,4717.229709035222,-91.5114854517611
1488,CELLONE,download,Tamil Nadu,2019-12-01,3926.9156908665104,-91.68618266978923
1489,CELLONE,download,Tamil Nadu,2020-01-01,4051.06528189911,-92.05637982195846
1490,CELLONE,download,Tamil Nadu,2020-02-01,4456.1612903225805,-91.55645161290323
1491,CELLONE,download,Tamil Nadu,2020-03-01,2872.840506329114,-90.50886075949367
1492,CELLONE,download,Tamil Nadu,2020-04-01,2860.2123711340205,-89.47628865979381
1493,CELLONE,download,Tamil Nadu,2020-05-01,4446.864306784661,-90.03539823008849
1494,CELLONE,download,Tamil Nadu,2020-06-01,2627.9598393574297,-90.49397590361446
1495,CELLONE,download,Tamil Nadu,2020-07-01,2627.4984423676015,-90.98442367601245
1496,CELLONE,download,Tamil Nadu,2020-08-01,3292.2244897959185,-91.2687074829932
1497,CELLONE,download,Tamil Nadu,2020-09-01,3063.153605015674,-90.96238244514106
1498,CELLONE,download,Tamil Nadu,2020-10-01,2941.062271062271,-90.39194139194139
1499,CELLONE,download,Tamil Nadu,2020-11-01,3199.9471153846152,-88.16346153846153
1500,CELLONE,download,Tamil Nadu,2020-12-01,4254.360465116279,-82.24806201550388
1501,CELLONE,download,UP East,2019-04-01,0.0,-94.0
1502,CELLONE,download,UP East,2019-07-01,332.0,-112.0
1503,CELLONE,download,UP East,2019-11-01,2010.0,-102.0
1504,CELLONE,download,UP East,2019-12-01,6896.0,-92.66666666666667
1505,CELLONE,download,UP East,2020-08-01,721.0,-73.0
1506,CELLONE,download,UP East,2020-09-01,1753.0,-97.0
1507,CELLONE,download,UP West,2020-04-01,352.0,-104.0
1508,CELLONE,download,West Bengal,2020-12-01,1648.0,-68.0
1509,CELLONE,upload,Andhra Pradesh,2018-09-01,3694.8611111111113,-65.83333333333333
1510,CELLONE,upload,Andhra Pradesh,2018-10-01,1645.4666666666667,-94.26666666666667
1511,CELLONE,upload,Andhra Pradesh,2018-11-01,4938.990909090909,-89.24545454545455
1512,CELLONE,upload,Andhra Pradesh,2018-12-01,6698.011363636364,-76.47727272727273
1513,CELLONE,upload,Andhra Pradesh,2019-01-01,5909.871038251366,-80.46338797814208
1514,CELLONE,upload,Andhra Pradesh,2019-02-01,5668.339487790351,-85.79094699225729
1515,CELLONE,upload,Andhra Pradesh,2019-03-01,5799.707112970711,-82.10292887029289
1516,CELLONE,upload,Andhra Pradesh,2019-04-01,5891.6581560283685,-82.74657210401891
1517,CELLONE,upload,Andhra Pradesh,2019-05-01,5436.067632850241,-83.92270531400966
1518,CELLONE,upload,Andhra Pradesh,2019-06-01,5169.470449172577,-76.9204097714736
1519,CELLONE,upload,Andhra Pradesh,2019-07-01,6353.2274096385545,-80.17394578313252
1520,CELLONE,upload,Andhra Pradesh,2019-08-01,4823.063663075416,-87.46327130264447
1521,CELLONE,upload,Andhra Pradesh,2019-09-01,4481.592452830188,-90.60188679245283
1522,CELLONE,upload,Andhra Pradesh,2019-10-01,3996.0363951473137,-91.72097053726169
1523,CELLONE,upload,Andhra Pradesh,2019-11-01,4100.582746478874,-91.41021126760563
1524,CELLONE,upload,Andhra Pradesh,2019-12-01,3969.1360655737703,-89.8344262295082
1525,CELLONE,upload,Andhra Pradesh,2020-01-01,4129.5512195121955,-89.47317073170731
1526,CELLONE,upload,Andhra Pradesh,2020-02-01,3826.2543352601156,-86.3699421965318
1527,CELLONE,upload,Andhra Pradesh,2020-03-01,3478.30125120308,-85.1665062560154
1528,CELLONE,upload,Andhra Pradesh,2020-04-01,1855.8529411764705,-85.88627450980393
1529,CELLONE,upload,Andhra Pradesh,2020-05-01,2274.15479876161,-88.13003095975232
1530,CELLONE,upload,Andhra Pradesh,2020-06-01,2712.572025052192,-86.1795407098121
1531,CELLONE,upload,Andhra Pradesh,2020-07-01,2463.2913385826773,-91.12283464566929
1532,CELLONE,upload,Andhra Pradesh,2020-08-01,2574.806794055202,-90.88322717622081
1533,CELLONE,upload,Andhra Pradesh,2020-09-01,3183.7670682730923,-87.25100401606426
1534,CELLONE,upload,Andhra Pradesh,2020-10-01,3450.138783269962,-87.18441064638783
1535,CELLONE,upload,Andhra Pradesh,2020-11-01,3359.6705069124423,-83.45852534562212
1536,CELLONE,upload,Andhra Pradesh,2020-12-01,3394.0890625,-80.6953125
1537,CELLONE,upload,Assam,2020-12-01,490.0,-93.0
1538,CELLONE,upload,Bihar,2019-09-01,9318.0,-99.0
1539,CELLONE,upload,Bihar,2020-07-01,323.0,-99.0
1540,CELLONE,upload,Chennai,2019-03-01,5885.166666666667,-63.5
1541,CELLONE,upload,Chennai,2019-05-01,89.0,-56.0
1542,CELLONE,upload,Chennai,2020-04-01,6531.333333333333,-78.66666666666667
1543,CELLONE,upload,Chennai,2020-09-01,202.0,-107.0
1544,CELLONE,upload,Delhi,2019-02-01,4345.0,-89.5
1545,CELLONE,upload,Gujarat,2019-03-01,2426.0,-99.5
1546,CELLONE,upload,Gujarat,2019-05-01,2796.0,-105.0
1547,CELLONE,upload,Gujarat,2019-08-01,3799.6666666666665,-101.66666666666667
1548,CELLONE,upload,Gujarat,2019-09-01,4617.166666666667,-91.33333333333333
1549,CELLONE,upload,Gujarat,2019-10-01,6108.0,-78.5
1550,CELLONE,upload,Gujarat,2019-11-01,6795.0,-87.0
1551,CELLONE,upload,Gujarat,2019-12-01,244.0,-112.0
1552,CELLONE,upload,Gujarat,2020-01-01,2503.0,-93.33333333333333
1553,CELLONE,upload,Gujarat,2020-02-01,2080.0,-92.5
1554,CELLONE,upload,Gujarat,2020-03-01,1319.0,-86.0
1555,CELLONE,upload,Gujarat,2020-06-01,844.0,-91.0
1556,CELLONE,upload,Gujarat,2020-07-01,1217.0,-101.5
1557,CELLONE,upload,Gujarat,2020-08-01,2049.0,-105.0
1558,CELLONE,upload,Gujarat,2020-11-01,3235.0,-106.0
1559,CELLONE,upload,Gujarat,2020-12-01,989.8,-72.6
1560,CELLONE,upload,Haryana,2019-02-01,2194.0,-74.0
1561,CELLONE,upload,Haryana,2020-10-01,0.0,-99.0
1562,CELLONE,upload,Himachal Pradesh,2019-03-01,1031.0,-65.0
1563,CELLONE,upload,Himachal Pradesh,2019-09-01,281.0,-101.0
1564,CELLONE,upload,Himachal Pradesh,2019-11-01,8865.0,-62.0
1565,CELLONE,upload,Jammu & Kashmir,2019-01-01,7811.0,-82.0
1566,CELLONE,upload,Jammu & Kashmir,2019-04-01,4235.0,-86.0
1567,CELLONE,upload,Jammu & Kashmir,2020-06-01,49.0,-107.0
1568,CELLONE,upload,Jammu & Kashmir,2020-07-01,9734.0,-104.0
1569,CELLONE,upload,Karnataka,2019-02-01,4631.347826086957,-89.47826086956522
1570,CELLONE,upload,Karnataka,2019-03-01,3641.382716049383,-91.53086419753086
1571,CELLONE,upload,Karnataka,2019-04-01,4228.309278350515,-93.76288659793815
1572,CELLONE,upload,Karnataka,2019-05-01,3107.2377850162866,-99.48208469055375
1573,CELLONE,upload,Karnataka,2019-06-01,3194.94375,-100.59375
1574,CELLONE,upload,Karnataka,2019-07-01,3315.224,-97.392
1575,CELLONE,upload,Karnataka,2019-08-01,3229.1603773584907,-100.27672955974843
1576,CELLONE,upload,Karnataka,2019-09-01,3218.334346504559,-99.20668693009118
1577,CELLONE,upload,Karnataka,2019-10-01,3128.263492063492,-100.37142857142857
1578,CELLONE,upload,Karnataka,2019-11-01,3152.0501930501932,-98.85714285714286
1579,CELLONE,upload,Karnataka,2019-12-01,3094.572016460905,-97.1358024691358
1580,CELLONE,upload,Karnataka,2020-01-01,3120.062767475036,-91.28245363766048
1581,CELLONE,upload,Karnataka,2020-02-01,2899.8826086956524,-95.56304347826087
1582,CELLONE,upload,Karnataka,2020-03-01,1581.6146095717884,-98.05037783375315
1583,CELLONE,upload,Karnataka,2020-04-01,2075.1875,-89.05208333333333
1584,CELLONE,upload,Karnataka,2020-05-01,3303.7272727272725,-89.21487603305785
1585,CELLONE,upload,Karnataka,2020-06-01,2530.4341085271317,-96.73643410852713
1586,CELLONE,upload,Karnataka,2020-07-01,2559.0416666666665,-97.36458333333333
1587,CELLONE,upload,Karnataka,2020-08-01,2182.494382022472,-88.56179775280899
1588,CELLONE,upload,Karnataka,2020-09-01,2095.7676767676767,-85.61616161616162
1589,CELLONE,upload,Karnataka,2020-10-01,3377.6754385964914,-84.84649122807018
1590,CELLONE,upload,Karnataka,2020-11-01,2511.0,-87.16666666666667
1591,CELLONE,upload,Karnataka,2020-12-01,2616.191919191919,-86.13131313131314
